"","SRR9137553_GSM3823667_CON_1_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137554_GSM3823668_CON_2_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137555_GSM3823669_CON_3_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137556_GSM3823670_CON_4_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137557_GSM3823671_CON_5_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137558_GSM3823672_CON_6_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137559_GSM3823673_CON_7_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137560_GSM3823674_CON_8_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137565_GSM3823679_RIL_1_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137566_GSM3823680_RIL_2_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137567_GSM3823681_RIL_3_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137568_GSM3823682_RIL_4_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM"
"ENSMUSG00000104025",0,0,0,1,0,0,0,0,0,0,1,0
"ENSMUSG00000038936",9,32,113,83,39,46,72,50,23,30,38,41
"ENSMUSG00000042772",92,141,293,215,151,105,204,173,78,55,173,114
"ENSMUSG00000100394",3,7,6,9,8,3,4,7,1,1,3,2
"ENSMUSG00000103840",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087236",3,0,0,0,0,0,0,0,0,1,1,0
"ENSMUSG00000100702",0,1,3,1,1,0,2,1,0,0,0,1
"ENSMUSG00000026042",0,7,3,3,2,2,8,2,4,3,3,6
"ENSMUSG00000104476",0,0,1,0,0,1,0,0,1,1,3,1
"ENSMUSG00000100218",0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000073643",88,128,311,173,121,90,200,118,85,37,150,91
"ENSMUSG00000100361",0,0,0,1,0,0,1,0,2,0,2,0
"ENSMUSG00000104497",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100894",0,0,0,1,1,0,0,0,0,0,1,0
"ENSMUSG00000119267",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000065255",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100843",0,0,1,0,0,0,0,1,0,0,0,0
"ENSMUSG00000025916",1,1,2,3,1,0,0,1,2,2,4,0
"ENSMUSG00000087764",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087199",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026248",57,102,179,134,147,96,171,133,109,71,129,122
"ENSMUSG00000119658",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026249",38,106,112,114,86,59,42,58,63,68,69,110
"ENSMUSG00000042751",3,0,1,0,1,1,0,1,0,0,0,0
"ENSMUSG00000067106",18,16,35,23,31,15,24,28,9,9,13,14
"ENSMUSG00000099969",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100397",0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000099753",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000118883",8,3,5,5,4,0,3,3,2,1,3,4
"ENSMUSG00000102518",5,3,13,5,6,3,1,4,0,0,4,1
"ENSMUSG00000099552",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000043230",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101257",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000103404",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026491",136,150,345,212,177,149,179,152,94,80,141,125
"ENSMUSG00000073486",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025917",201,283,542,412,366,306,375,328,250,190,322,267
"ENSMUSG00000104418",31,34,73,74,42,19,41,36,61,28,65,32
"ENSMUSG00000025995",40,87,153,88,72,51,87,57,66,26,67,28
"ENSMUSG00000026479",17,21,41,24,30,21,15,23,20,2,11,13
"ENSMUSG00000099850",0,0,1,0,0,1,0,0,0,0,0,0
"ENSMUSG00000084817",94,134,298,211,225,121,243,194,106,90,172,141
"ENSMUSG00000004364",354,296,821,430,453,358,520,439,235,222,341,338
"ENSMUSG00000103076",0,0,0,4,6,0,0,1,1,1,1,0
"ENSMUSG00000103525",0,1,0,0,0,0,0,1,0,0,2,0
"ENSMUSG00000101722",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090637",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026478",87,70,240,120,98,73,112,86,52,37,81,67
"ENSMUSG00000101483",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000110100",0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000103818",2,6,1,2,3,0,0,0,8,1,0,0
"ENSMUSG00000079138",0,3,11,5,4,3,3,5,0,0,7,1
"ENSMUSG00000073538",0,0,0,0,0,0,0,0,0,0,2,0
"ENSMUSG00000042708",1,0,1,0,1,0,1,0,0,5,0,0
"ENSMUSG00000064435",0,4,1,0,1,0,0,0,0,0,1,0
"ENSMUSG00000103543",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099432",0,0,1,0,0,0,0,1,0,0,0,0
"ENSMUSG00000041144",0,0,0,0,0,0,0,1,0,0,1,0
"ENSMUSG00000119743",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000042699",54,88,201,94,97,82,112,113,65,44,110,92
"ENSMUSG00000101262",53,58,177,75,84,69,83,88,21,27,50,52
"ENSMUSG00000042684",1,0,3,2,1,1,5,2,1,0,2,3
"ENSMUSG00000099858",17,16,25,22,30,11,27,20,8,10,18,16
"ENSMUSG00000101337",0,0,0,0,0,0,1,1,0,0,2,0
"ENSMUSG00000025986",11,10,26,25,27,15,13,26,17,10,16,12
"ENSMUSG00000100213",5,4,9,4,2,5,3,9,4,4,6,8
"ENSMUSG00000103129",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100160",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101921",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101447",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081185",1,1,1,2,3,0,1,2,0,0,2,0
"ENSMUSG00000103246",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000098876",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100530",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104067",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100033",13,14,80,19,27,23,39,35,20,10,18,18
"ENSMUSG00002075213",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00002076633",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101996",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096973",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000064943",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100866",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101721",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099376",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000097883",0,0,0,1,0,0,0,1,0,0,0,0
"ENSMUSG00002076043",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099698",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056763",35,57,138,105,71,41,80,65,47,33,92,39
"ENSMUSG00000099454",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051616",0,0,0,0,0,0,0,0,0,0,2,0
"ENSMUSG00000099627",0,2,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099577",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099882",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101760",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102356",0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000099608",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099864",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00002075839",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100451",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099941",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00002075589",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100816",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000042671",1,0,0,0,0,0,0,1,0,0,2,0
"ENSMUSG00000100945",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102404",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100334",0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000026109",0,0,0,1,0,0,2,2,1,1,0,0
"ENSMUSG00000026475",56,20,29,54,15,20,27,40,9,4,62,27
"ENSMUSG00000099568",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100671",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00002075527",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101242",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099924",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000099625",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101799",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000045954",28,38,31,33,50,41,56,41,39,36,41,41
"ENSMUSG00000099741",0,0,0,1,0,0,0,0,0,0,1,0
"ENSMUSG00000101702",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000066800",1,2,4,2,1,1,2,3,4,3,13,1
"ENSMUSG00000100183",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000067851",98,170,392,218,221,150,248,224,185,133,242,163
"ENSMUSG00002076532",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000102556",1,0,1,3,0,0,0,0,0,0,0,0
"ENSMUSG00000038608",4,8,8,3,0,5,6,5,9,4,10,6
"ENSMUSG00000042501",0,0,0,1,0,0,0,0,0,0,2,0
"ENSMUSG00000103810",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083422",0,0,0,0,1,0,0,1,0,0,0,0
"ENSMUSG00000119312",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000042641",1,0,0,1,0,0,0,0,0,0,0,1
"ENSMUSG00000081417",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000103448",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000103192",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000104488",0,1,0,2,0,0,0,1,0,0,1,0
"ENSMUSG00000100212",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102721",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100648",1,0,0,0,0,0,1,1,0,0,0,1
"ENSMUSG00002076499",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099949",0,0,0,0,0,0,0,0,0,0,2,0
"ENSMUSG00000099918",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000045968",1,3,8,1,1,2,0,1,0,0,0,2
"ENSMUSG00000043282",0,0,0,0,0,0,1,0,0,0,3,0
"ENSMUSG00000102459",1,0,0,1,1,0,0,0,0,0,0,0
"ENSMUSG00000047053",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099227",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026107",70,144,378,233,203,190,178,165,75,48,129,86
"ENSMUSG00000099413",10,5,10,2,4,7,4,7,4,1,8,5
"ENSMUSG00000103424",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101741",0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000054976",0,0,1,0,0,2,0,0,0,0,1,0
"ENSMUSG00000104029",0,0,0,0,0,0,2,0,0,0,0,0
"ENSMUSG00000101986",0,0,0,0,0,0,0,2,0,0,0,0
"ENSMUSG00000087008",7,11,45,21,27,14,26,23,2,6,10,12
"ENSMUSG00000100561",2,0,2,1,0,0,0,0,0,0,0,0
"ENSMUSG00000103571",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000098797",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026473",884,943,1149,1361,892,1333,1212,1238,1707,1075,2632,1188
"ENSMUSG00000100014",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101903",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055980",11,23,14,15,18,10,18,16,20,6,22,5
"ENSMUSG00000100502",0,0,0,0,1,0,0,0,0,0,1,0
"ENSMUSG00000022591",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100627",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088669",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000066797",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048960",11,23,26,20,34,8,41,26,24,13,32,19
"ENSMUSG00000099933",0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000100221",0,1,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00002076439",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100031",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077318",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101827",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000103494",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000026142",33,83,154,115,97,68,79,67,69,39,66,94
"ENSMUSG00000104493",0,0,1,2,0,0,0,0,0,0,0,0
"ENSMUSG00000100786",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00002075724",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000067158",5,0,5,5,11,4,5,0,3,1,1,1
"ENSMUSG00000079465",1,2,3,2,5,3,3,5,3,2,1,3
"ENSMUSG00002075966",0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000004110",0,0,0,0,2,0,0,0,0,0,1,1
"ENSMUSG00000097564",3,4,11,12,6,8,13,6,11,2,5,4
"ENSMUSG00000101880",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101433",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096950",0,0,0,0,1,2,0,2,0,1,3,0
"ENSMUSG00000056708",99,73,340,180,154,114,169,179,26,69,118,91
"ENSMUSG00000026471",7,13,11,18,11,10,14,18,15,6,13,10
"ENSMUSG00000057715",0,0,0,0,2,0,3,1,0,0,0,0
"ENSMUSG00000026470",32,27,67,59,60,35,68,39,37,28,41,43
"ENSMUSG00000103825",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099845",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000103561",0,1,0,0,0,1,0,0,1,0,0,0
"ENSMUSG00000101610",0,1,2,2,0,0,0,2,0,0,0,0
"ENSMUSG00000104181",1,1,0,0,0,0,0,2,0,0,1,0
"ENSMUSG00000118923",1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000098555",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000097628",0,0,0,0,1,0,0,2,1,0,0,0
"ENSMUSG00000098163",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000097171",0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000101314",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000033722",2,2,0,0,1,0,0,1,1,0,0,0
"ENSMUSG00000103670",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026150",139,202,353,301,317,187,298,240,264,147,280,204
"ENSMUSG00000101450",0,0,0,2,0,0,0,0,0,0,1,0
"ENSMUSG00000026149",0,0,1,3,0,0,1,0,1,0,1,0
"ENSMUSG00000114299",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099771",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102280",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100170",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100744",1,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00002074851",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026469",64,88,224,103,135,74,147,105,113,76,112,78
"ENSMUSG00002076398",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073535",5,0,4,1,2,3,1,3,0,0,2,3
"ENSMUSG00000018417",132,246,360,310,365,175,323,312,272,190,278,214
"ENSMUSG00000101724",0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000100313",0,0,0,0,0,0,1,0,2,0,0,0
"ENSMUSG00000100696",0,1,0,0,1,2,2,0,0,0,0,0
"ENSMUSG00002075355",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072324",2,4,7,3,13,7,19,9,7,3,18,11
"ENSMUSG00000026490",29,32,119,47,56,37,72,65,27,31,45,25
"ENSMUSG00000033701",91,150,273,217,197,105,181,166,160,74,184,156
"ENSMUSG00000102194",1,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000103636",0,2,1,1,0,0,0,0,0,0,0,0
"ENSMUSG00000026468",0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000103180",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062939",0,0,0,1,0,1,0,0,0,1,0,1
"ENSMUSG00000101628",0,0,0,0,2,0,0,0,0,0,0,0
"ENSMUSG00000078291",5,8,23,11,6,11,13,8,2,3,9,8
"ENSMUSG00000109599",3,2,1,2,9,5,7,3,3,3,4,4
"ENSMUSG00000033684",163,302,573,394,350,261,280,250,311,165,327,172
"ENSMUSG00000102299",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102558",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000016918",0,1,0,1,3,3,1,0,0,0,1,1
"ENSMUSG00000033671",39,76,146,106,90,57,84,70,68,30,75,47
"ENSMUSG00000103717",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000103771",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102837",0,1,0,0,0,0,0,0,1,0,1,0
"ENSMUSG00000077419",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102833",0,0,1,0,0,0,1,2,0,0,1,0
"ENSMUSG00000026489",207,330,419,572,618,318,843,419,527,361,481,468
"ENSMUSG00000104520",4,7,3,11,15,3,22,5,10,7,3,5
"ENSMUSG00000025938",1,5,2,0,5,2,0,1,1,0,1,0
"ENSMUSG00000026159",121,185,443,222,222,155,275,199,161,74,161,155
"ENSMUSG00000104518",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069620",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099498",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000113880",2,1,1,4,2,1,0,1,0,0,3,1
"ENSMUSG00000113973",0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000113846",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000113084",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000042414",7,0,3,1,0,0,0,0,0,0,0,0
"ENSMUSG00000113925",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114011",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000113097",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101784",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038496",1,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000100432",0,0,0,0,1,0,1,0,0,1,0,0
"ENSMUSG00000100190",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000113267",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104423",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101315",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099691",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026166",0,1,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000101173",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000064302",37,59,123,82,73,39,81,62,48,35,61,29
"ENSMUSG00000077257",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000107722",0,1,3,2,3,0,7,1,0,0,2,0
"ENSMUSG00000080542",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100770",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053161",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000101896",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00002075005",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026466",56,150,347,198,219,122,183,182,136,67,153,97
"ENSMUSG00000102964",0,4,1,4,6,1,1,2,4,1,0,1
"ENSMUSG00000026380",59,59,112,92,60,24,90,54,31,17,72,59
"ENSMUSG00002076551",0,0,0,0,0,0,1,0,0,0,2,0
"ENSMUSG00000101624",0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000088363",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100040",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000010609",358,495,821,707,1417,384,1384,499,751,415,864,557
"ENSMUSG00000102923",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000055676",19,37,41,32,39,26,41,22,32,33,42,30
"ENSMUSG00000026163",0,0,0,0,0,1,0,0,0,1,1,0
"ENSMUSG00000079140",1,0,0,1,0,0,0,0,0,1,0,0
"ENSMUSG00000104374",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104219",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100580",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038855",26,21,22,37,36,20,42,23,25,28,35,26
"ENSMUSG00002076780",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104388",1,1,1,1,2,2,1,0,4,2,3,7
"ENSMUSG00000077736",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000103123",0,0,0,0,0,0,0,0,0,0,1,1
"ENSMUSG00000103772",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000053963",0,0,0,1,0,0,0,1,0,1,0,0
"ENSMUSG00000104210",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102608",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000045658",200,323,341,370,388,208,399,225,376,251,315,308
"ENSMUSG00000050565",430,539,1226,732,752,533,731,623,472,365,567,471
"ENSMUSG00000102750",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101934",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000098851",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000015484",1,1,9,0,1,3,2,1,0,1,0,3
"ENSMUSG00000102932",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048402",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000098273",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000097408",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096939",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100767",1,0,2,0,1,0,0,0,0,0,0,0
"ENSMUSG00000099860",0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000101179",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037035",3,4,9,2,5,2,2,9,2,0,3,0
"ENSMUSG00000036766",0,0,0,0,0,0,3,0,0,0,0,0
"ENSMUSG00000104396",0,1,0,0,0,0,0,1,0,0,2,0
"ENSMUSG00000102481",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000005886",80,86,178,117,90,69,99,101,68,52,89,59
"ENSMUSG00000093254",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000004451",61,56,155,110,73,61,86,71,45,35,65,54
"ENSMUSG00000101437",0,0,1,0,0,0,0,0,0,0,1,0
"ENSMUSG00000103506",0,2,1,0,4,0,0,1,1,0,1,1
"ENSMUSG00000098447",2,1,1,5,4,3,8,3,2,2,3,6
"ENSMUSG00000103495",2,1,1,1,1,0,0,1,0,2,0,0
"ENSMUSG00002076346",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102639",1,0,3,0,0,0,0,2,2,2,3,0
"ENSMUSG00000098923",18,68,69,103,71,47,57,57,59,22,50,30
"ENSMUSG00000104170",0,0,2,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087782",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101731",0,5,12,4,2,1,0,2,1,0,2,1
"ENSMUSG00000103085",3,2,2,8,0,1,1,4,1,1,2,0
"ENSMUSG00000084505",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102664",4,7,6,3,2,2,0,1,4,6,6,0
"ENSMUSG00000101476",0,2,0,1,0,0,0,1,0,0,1,1
"ENSMUSG00000101171",1,3,8,4,6,5,3,8,3,2,9,2
"ENSMUSG00000060985",0,1,0,0,2,1,0,0,0,0,1,1
"ENSMUSG00000102372",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000103705",1,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000026602",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026496",23,40,80,43,55,35,56,47,42,28,52,30
"ENSMUSG00000025935",405,695,1286,947,1055,603,932,800,716,507,872,807
"ENSMUSG00000098926",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025937",192,293,393,491,384,317,471,318,368,285,338,295
"ENSMUSG00000102982",0,3,0,0,2,1,0,2,0,0,1,0
"ENSMUSG00000067813",18,32,51,63,55,33,43,50,47,22,46,39
"ENSMUSG00000077368",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000097711",2,5,9,9,7,3,6,7,5,0,2,5
"ENSMUSG00000102166",0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00002075174",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104209",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000026601",0,1,1,1,0,0,0,0,0,0,0,0
"ENSMUSG00000078193",186,256,715,421,382,320,363,317,211,125,277,204
"ENSMUSG00000026600",7,16,12,8,7,2,5,10,14,5,9,9
"ENSMUSG00000103199",1,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000101523",138,252,513,364,402,204,240,387,283,157,402,150
"ENSMUSG00000058729",19,23,50,19,19,15,23,28,13,4,19,14
"ENSMUSG00000026497",0,2,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000104202",0,1,2,0,0,2,1,0,0,0,0,1
"ENSMUSG00000026499",124,159,347,229,144,110,177,147,98,70,109,107
"ENSMUSG00000103649",1,3,0,2,3,0,0,1,0,0,2,1
"ENSMUSG00000103156",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026596",90,104,213,171,107,68,109,70,46,35,90,58
"ENSMUSG00000104293",0,5,2,3,0,4,0,4,3,1,3,1
"ENSMUSG00000026219",208,264,577,378,359,253,301,305,238,189,353,252
